date,close,cashflow,units_bought,units,cumulative_contribution,market_value,profit,investment_return,time_weighted_nav,running_peak,drawdown
2016-01-29,2946.09,0.0,0.0,0.2882616954976406,1000.0,849.244898488644,-150.75510151135597,-0.15075510151135596,0.8492448984886439,1.020391632339503,-0.16772651639494773
2016-02-01,2901.05,1000.0,0.34470278002792093,0.6329644755255615,2000.0,1836.2615917234302,-163.73840827656977,-0.08186920413828491,0.8362615917234302,1.020391632339503,-0.18045036315508456
2016-02-02,2961.33,0.0,0.0,0.6329644755255615,2000.0,1874.416690308111,-125.5833096918891,-0.06279165484594451,0.8536380067280279,1.020391632339503,-0.1634212005729121
2016-02-03,2948.64,0.0,0.0,0.6329644755255615,2000.0,1866.3843711136915,-133.6156288863085,-0.06680781444315431,0.8499799658121628,1.020391632339503,-0.16700613874755987
2016-02-04,2984.76,0.0,0.0,0.6329644755255615,2000.0,1889.247047969675,-110.7529520303251,-0.0553764760151626,0.8603919782535377,1.020391632339503,-0.15680220124808952
2016-02-05,2963.79,0.0,0.0,0.6329644755255615,2000.0,1875.9737829179037,-124.02621708209631,-0.062013108541048134,0.8543471304989522,1.020391632339503,-0.1627262480189614
2016-02-15,2946.71,0.0,0.0,0.6329644755255615,2000.0,1865.1627496759272,-134.83725032407278,-0.06741862516203634,0.8494236207398524,1.020391632339503,-0.16755136575126905
2016-02-16,3037.04,0.0,0.0,0.6329644755255615,2000.0,1922.3384307501512,-77.66156924984875,-0.0388307846249244,0.8754622996941543,1.020391632339503,-0.14203304697144759
2016-02-17,3063.32,0.0,0.0,0.6329644755255615,2000.0,1938.972737166963,-61.02726283303696,-0.030513631416518527,0.8830378170518324,1.020391632339503,-0.13460891968777977
2016-02-18,3053.7,0.0,0.0,0.6329644755255615,2000.0,1932.883618912407,-67.11638108759303,-0.033558190543796496,0.8802647395411449,1.020391632339503,-0.13732657967518036
2016-02-19,3051.59,0.0,0.0,0.6329644755255615,2000.0,1931.548063869048,-68.45193613095194,-0.034225968065475953,0.879656507363645,1.020391632339503,-0.137922656865764
2016-02-22,3118.87,0.0,0.0,0.6329644755255615,2000.0,1974.1339137824077,-25.866086217592283,-0.012933043108796172,0.8990507542367262,1.020391632339503,-0.11891598701625228
2016-02-23,3089.36,0.0,0.0,0.6329644755255615,2000.0,1955.4551321096485,-44.5448678903515,-0.02227243394517575,0.8905441516025909,1.020391632339503,-0.12725259265327793
2016-02-24,3109.55,0.0,0.0,0.6329644755255615,2000.0,1968.2346848705097,-31.765315129490318,-0.015882657564745162,0.8963641552346883,1.020391632339503,-0.12154889669219526
2016-02-25,2918.75,0.0,0.0,0.6329644755255615,2000.0,1847.4650629402324,-152.53493705976757,-0.07626746852988375,0.8413638237337384,1.020391632339503,-0.17545009477909823
2016-02-26,2948.03,0.0,0.0,0.6329644755255615,2000.0,1865.9982627836212,-134.00173721637884,-0.06700086860818943,0.8498041261779093,1.020391632339503,-0.1671784643808566
2016-02-29,2877.47,0.0,0.0,0.6329644755255615,2000.0,1821.336289390537,-178.6637106094629,-0.08933185530473142,0.8294643809435958,1.020391632339503,-0.18711173763563582
2016-03-01,2930.69,1000.0,0.3412165735714115,0.9741810490969729,3000.0,2855.0226587780076,-144.97734122199245,-0.04832578040733082,0.8448056683779802,1.020391632339503,-0.17207703238309402
2016-03-02,3051.33,0.0,0.0,0.9741810490969729,3000.0,2972.5478605410663,-27.452139458933743,-0.009150713152977885,0.8795815593228156,1.020391632339503,-0.13799610713569377
2016-03-03,3058.42,0.0,0.0,0.9741810490969729,3000.0,2979.454804179164,-20.545195820835943,-0.006848398606945305,0.8816253347438939,1.020391632339503,-0.13599317477491724
2016-03-04,3093.89,0.0,0.0,0.9741810490969729,3000.0,3014.0090059906333,14.00900599063334,0.004669668663544346,0.8918499770831951,1.020391632339503,-0.12597286295027132
2016-03-07,3104.84,0.0,0.0,0.9741810490969729,3000.0,3024.6762884782456,24.676288478245624,0.008225429492748626,0.8950064426488944,1.020391632339503,-0.12287947658207632
2016-03-08,3107.67,0.0,0.0,0.9741810490969729,3000.0,3027.4332208471897,27.43322084718966,0.009144406949063155,0.8958222232471527,1.020391632339503,-0.12207999864399499
2016-03-09,3071.91,0.0,0.0,0.9741810490969729,3000.0,2992.5965065314817,-7.403493468518263,-0.002467831156172773,0.885513985016157,1.020391632339503,-0.13218223576971655
2016-03-10,3013.15,0.0,0.0,0.9741810490969729,3000.0,2935.353628086544,-64.64637191345582,-0.02154879063781856,0.8685757277887157,1.020391632339503,-0.14878199677383808
2016-03-11,3018.28,0.0,0.0,0.9741810490969729,3000.0,2940.3511768684116,-59.648823131588415,-0.01988294104386279,0.8700545102866186,1.020391632339503,-0.1473327664479166
2016-03-14,3065.69,0.0,0.0,0.9741810490969729,3000.0,2986.537100406099,-13.462899593901057,-0.004487633197966967,0.8837209972701617,1.020391632339503,-0.13393939222726636
2016-03-15,3074.78,0.0,0.0,0.9741810490969729,3000.0,2995.3924061423904,-4.607593857609572,-0.0015358646192031866,0.8863412960822353,1.020391632339503,-0.13137145779010728
2016-03-16,3090.03,0.0,0.0,0.9741810490969729,3000.0,3010.2486671411193,10.248667141119313,0.0034162223803730907,0.8907372869385743,1.020391632339503,-0.1270633169576897
2016-03-17,3124.2,0.0,0.0,0.9741810490969729,3000.0,3043.5364335887625,43.53643358876252,0.01451214452958749,0.9005871890737286,1.020391632339503,-0.11741025648269265
2016-03-18,3171.96,0.0,0.0,0.9741810490969729,3000.0,3090.0633204936344,90.06332049363436,0.030021106831211508,0.914354567650696,1.020391632339503,-0.10391800689867525
2016-03-21,3249.44,0.0,0.0,0.9741810490969729,3000.0,3165.5428681776675,165.54286817766751,0.055180956059222463,0.9366890838178532,1.020391632339503,-0.08202982645961221
2016-03-22,3225.79,0.0,0.0,0.9741810490969729,3000.0,3142.503486366524,142.50348636652416,0.04750116212217481,0.929871694719334,1.020391632339503,-0.08871097601283684
2016-03-23,3236.09,0.0,0.0,0.9741810490969729,3000.0,3152.537551172223,152.53755117222317,0.050845850390740965,0.9328407901829597,1.020391632339503,-0.08580121531946616
2016-03-24,3181.85,0.0,0.0,0.9741810490969729,3000.0,3099.697971069203,99.69797106920305,0.03323265702306766,0.9172054758191676,1.020391632339503,-0.10112407163096326
2016-03-25,3197.82,0.0,0.0,0.9741810490969729,3000.0,3115.255642423282,115.2556424232821,0.03841854747442741,0.921809015096265,1.020391632339503,-0.09661253005104786
2016-03-28,3169.73,0.0,0.0,0.9741810490969729,3000.0,3087.890896754148,87.89089675414789,0.02929696558471595,0.9137117440697362,1.020391632339503,-0.10454798421384204
2016-03-29,3135.41,0.0,0.0,0.9741810490969729,3000.0,3054.45700314914,54.45700314913984,0.01815233438304653,0.9038186026802572,1.020391632339503,-0.11424341984456798
2016-03-30,3216.28,0.0,0.0,0.9741810490969729,3000.0,3133.239024589612,133.2390245896122,0.044413008196537485,0.9271303259951514,1.020391632339503,-0.09139756088603623
2016-03-31,3218.09,0.0,0.0,0.9741810490969729,3000.0,3135.0022922884777,135.00229228847775,0.04500076409615916,0.9276520796640022,1.020391632339503,-0.09088623400690987
2016-04-01,3221.89,1000.0,0.31037682850749093,1.2845578776044637,4000.0,4138.7041802750455,138.70418027504547,0.03467604506876132,0.9287474741068931,1.020391632339503,-0.08981273006178303
2016-04-05,3264.49,0.0,0.0,1.2845578776044637,4000.0,4193.426345860996,193.42634586099575,0.048356586465248874,0.9410274223350926,1.020391632339503,-0.07777818583483298
2016-04-06,3257.53,0.0,0.0,1.2845578776044637,4000.0,4184.485823032869,184.48582303286912,0.046121455758217245,0.9390211209344291,1.020391632339503,-0.0797443930606444
2016-04-07,3209.29,0.0,0.0,1.2845578776044637,4000.0,4122.518751017229,122.51875101722908,0.0306296877543073,0.9251153767436229,1.020391632339503,-0.09337224314299353
2016-04-08,3185.73,0.0,0.0,1.2845578776044637,4000.0,4092.254567420868,92.25456742086817,0.023063641855217032,0.9183239311976985,1.020391632339503,-0.10002796760278088
2016-04-11,3230.1,0.0,0.0,1.2845578776044637,4000.0,4149.250400450178,149.25040045017795,0.03731260011254456,0.9311141026269287,1.020391632339503,-0.0874933965382323
2016-04-12,3218.45,0.0,0.0,1.2845578776044637,4000.0,4134.285301176086,134.28530117608625,0.033571325294021515,0.9277558538743812,1.020391632339503,-0.09078453363316119
2016-04-13,3261.38,0.0,0.0,1.2845578776044637,4000.0,4189.431370861646,189.43137086164643,0.04735784271541155,0.940130928462095,1.020391632339503,-0.07865676406360789
2016-04-14,3275.83,0.0,0.0,1.2845578776044637,4000.0,4207.99323219303,207.99323219303005,0.05199830804825756,0.9442963099620358,1.020391632339503,-0.07457462406174342
2016-04-15,3272.21,0.0,0.0,1.2845578776044637,4000.0,4203.343132676102,203.34313267610196,0.050835783169025595,0.9432528026243344,1.020391632339503,-0.07559727781999603
2016-04-18,3228.45,0.0,0.0,1.2845578776044637,4000.0,4147.13087995213,147.13087995213027,0.03678271998803262,0.9306384708293576,1.020391632339503,-0.087959523251248
2016-04-19,3238.3,0.0,0.0,1.2845578776044637,4000.0,4159.783775046535,159.78377504653508,0.03994594376163385,0.9334778485300095,1.020391632339503,-0.0851768880250634
2016-04-20,3181.03,0.0,0.0,1.2845578776044637,4000.0,4086.2171453961273,86.21714539612731,0.021554286349031893,0.9169691012288597,1.020391632339503,-0.10135572248227998
2016-04-21,3160.6,0.0,0.0,1.2845578776044637,4000.0,4059.9736279566678,59.97362795666777,0.014993406989166846,0.9110799147898427,1.020391632339503,-0.10712721869252873
2016-04-22,3174.9,0.0,0.0,1.2845578776044637,4000.0,4078.342805606412,78.34280560641218,0.019585701401602984,0.9152020570354591,1.020391632339503,-0.10308745384639284
2016-04-25,3162.03,0.0,0.0,1.2845578776044637,4000.0,4061.8105457216425,61.810545721642484,0.015452636430410616,0.9114921290144045,1.020391632339503,-0.10672324220791507
2016-04-26,3179.16,0.0,0.0,1.2845578776044637,4000.0,4083.8150221650067,83.81502216500667,0.020953755541251562,0.916430051858279,1.020391632339503,-0.10188399942369786
2016-04-27,3165.92,0.0,0.0,1.2845578776044637,4000.0,4066.807475865524,66.80747586552388,0.01670186896638093,0.9126134670098902,1.020391632339503,-0.10562431316935084
2016-04-28,3160.58,0.0,0.0,1.2845578776044637,4000.0,4059.9479367991157,59.94793679911572,0.014986984199778952,0.9110741495559328,1.020391632339503,-0.10713286871329253
2016-04-29,3156.75,0.0,0.0,1.2845578776044637,4000.0,4055.028080127891,55.02808012789092,0.013757020031972766,0.9099701072621769,1.020391632339503,-0.10821484768956524
2016-05-03,3213.54,1000.0,0.31118330563801916,1.5957411832424828,5000.0,5127.978121997048,127.97812199704822,0.025595624399409544,0.9263404889494878,1.020391632339503,-0.0921716137306805
2016-05-04,3209.46,0.0,0.0,1.5957411832424828,5000.0,5121.467497969419,121.46749796941913,0.024293499593883716,0.9251643812318575,1.020391632339503,-0.09332421796650103
2016-05-05,3213.92,0.0,0.0,1.5957411832424828,5000.0,5128.584503646681,128.5845036466808,0.02571690072933608,0.926450028393777,1.020391632339503,-0.09206426333616768
2016-05-06,3130.35,0.0,0.0,1.5957411832424828,5000.0,4995.228412963106,-4.771587036893834,-0.0009543174073787242,0.9023599985010391,1.020391632339503,-0.11567287509781599
2016-05-09,3065.62,0.0,0.0,1.5957411832424828,5000.0,4891.93608617182,-108.06391382818038,-0.02161278276563605,0.8837008189514768,1.020391632339503,-0.13395916729993984
2016-05-10,3069.11,0.0,0.0,1.5957411832424828,5000.0,4897.505222901336,-102.49477709866369,-0.02049895541973279,0.8847068522687637,1.020391632339503,-0.13297323867665212
2016-05-11,3082.81,0.0,0.0,1.5957411832424828,5000.0,4919.366877111758,-80.63312288824181,-0.016126624577648352,0.8886560374970813,1.020391632339503,-0.1291029744534311
2016-05-12,3090.14,0.0,0.0,1.5957411832424828,5000.0,4931.063659984926,-68.93634001507417,-0.013787268003014885,0.890768995725079,1.020391632339503,-0.12703224184348882
2016-05-13,3074.94,0.0,0.0,1.5957411832424828,5000.0,4906.80839399964,-93.19160600035957,-0.018638321200071917,0.8863874179535149,1.020391632339503,-0.13132625762399663
2016-05-16,3095.31,0.0,0.0,1.5957411832424828,5000.0,4939.313641902289,-60.68635809771058,-0.012137271619542145,0.8922593086908018,1.020391632339503,-0.12557171147603963
2016-05-17,3086.02,0.0,0.0,1.5957411832424828,5000.0,4924.489206309967,-75.5107936900331,-0.015102158738006577,0.8895813575396287,1.020391632339503,-0.12819614612083696
2016-05-18,3068.04,0.0,0.0,1.5957411832424828,5000.0,4895.797779835267,-104.20222016473326,-0.020840444032946603,0.8843984122545812,1.020391632339503,-0.13327551478751687
2016-05-19,3062.5,0.0,0.0,1.5957411832424828,5000.0,4886.957373680104,-113.04262631989604,-0.022608525263979162,0.8828014424615243,1.020391632339503,-0.1348405705390967
2016-05-20,3078.22,0.0,0.0,1.5957411832424828,5000.0,4912.0424250806755,-87.95757491932454,-0.01759151498386491,0.8873329163147471,1.020391632339503,-0.13039965421872923
2016-05-23,3087.22,0.0,0.0,1.5957411832424828,5000.0,4926.4040957298575,-73.59590427014246,-0.014719180854028457,0.8899272715742258,1.020391632339503,-0.12785714487500754
2016-05-24,3063.56,0.0,0.0,1.5957411832424828,5000.0,4888.64885933434,-111.35114066565984,-0.022270228133131953,0.8831069998587517,1.020391632339503,-0.1345411194386139
2016-05-25,3059.23,0.0,0.0,1.5957411832424828,5000.0,4881.7393000109005,-118.26069998909952,-0.0236521399978199,0.8818588267172469,1.020391632339503,-0.13576434893398237
2016-05-26,3064.21,0.0,0.0,1.5957411832424828,5000.0,4889.686091103448,-110.31390889655177,-0.022062781779310314,0.8832943699608252,1.020391632339503,-0.13435749376378958
2016-05-27,3062.5,0.0,0.0,1.5957411832424828,5000.0,4886.957373680104,-113.04262631989604,-0.022608525263979162,0.8828014424615243,1.020391632339503,-0.1348405705390967
2016-05-30,3066.71,0.0,0.0,1.5957411832424828,5000.0,4893.675444061554,-106.32455593844588,-0.02126491118768914,0.8840150241995693,1.020391632339503,-0.13365124116831129
2016-05-31,3169.56,0.0,0.0,1.5957411832424828,5000.0,5057.797424758044,57.797424758044144,0.011559484951608745,0.9136627395815016,1.020391632339503,-0.10459600939033453
2016-06-01,3160.55,1000.0,0.3164006264732404,1.9121418097157232,6000.0,6043.41979669703,43.4197966970296,0.00723663278283837,0.911065501705068,1.020391632339503,-0.10714134374443818
2016-06-02,3167.1,0.0,0.0,1.9121418097157232,6000.0,6055.944325550667,55.94432555066669,0.009324054258444514,0.9129536158105774,1.020391632339503,-0.10529096194428511
2016-06-03,3189.33,0.0,0.0,1.9121418097157232,6000.0,6098.451237980647,98.45123798064742,0.016408539663441246,0.91936167330149,1.020391632339503,-0.09901096386529218
2016-06-06,3178.79,0.0,0.0,1.9121418097157232,6000.0,6078.297263306244,78.29726330624362,0.013049543884373849,0.9163233950309448,1.020391632339503,-0.1019885248078286
2016-06-07,3177.05,0.0,0.0,1.9121418097157232,6000.0,6074.970136557339,74.97013655733917,0.012495022759556607,0.915821819680779,1.020391632339503,-0.10248007661428149
2016-06-08,3163.99,0.0,0.0,1.9121418097157232,6000.0,6049.99756452245,49.997564522450375,0.008332927420408476,0.9120571219375797,1.020391632339503,-0.10616954017306013
2016-06-13,3066.34,0.0,0.0,1.9121418097157232,6000.0,5863.276916803711,-136.72308319628883,-0.02278718053271478,0.8839083673722352,1.020391632339503,-0.13375576655244203
2016-06-14,3075.98,0.0,0.0,1.9121418097157232,6000.0,5881.70996384937,-118.29003615062993,-0.01971500602510501,0.8866872101168324,1.020391632339503,-0.13103245654427786
2016-06-15,3116.37,0.0,0.0,1.9121418097157232,6000.0,5958.941371543789,-41.05862845621141,-0.006843104742701889,0.8983300999979821,1.020391632339503,-0.11962223961173057
2016-06-16,3094.67,0.0,0.0,1.9121418097157232,6000.0,5917.4478942729575,-82.55210572704254,-0.01375868428784044,0.8920748212056834,1.020391632339503,-0.125752512140482
2016-06-17,3110.36,0.0,0.0,1.9121418097157232,6000.0,5947.449399267397,-52.550600732603016,-0.008758433455433812,0.8965976472080414,1.020391632339503,-0.12132007085126029
2016-06-20,3112.67,0.0,0.0,1.9121418097157232,6000.0,5951.86644684784,-48.13355315215995,-0.008022258858693343,0.8972635317246409,1.020391632339503,-0.1206674934530384
2016-06-21,3106.32,0.0,0.0,1.9121418097157232,6000.0,5939.724346356145,-60.27565364385464,-0.010045942273975816,0.8954330699582309,1.020391632339503,-0.12246137504555321
2016-06-22,3133.96,0.0,0.0,1.9121418097157232,6000.0,5992.575945976688,-7.424054023312237,-0.0012373423372187276,0.9034006232217856,1.020391632339503,-0.11465304634994533
2016-06-23,3117.32,0.0,0.0,1.9121418097157232,6000.0,5960.757906263018,-39.24209373698159,-0.006540348956163622,0.898603948608705,1.020391632339503,-0.11935386362544875
2016-06-24,3077.16,0.0,0.0,1.9121418097157232,6000.0,5883.9662911848345,-116.03370881516548,-0.019338951469194288,0.8870273589175196,1.020391632339503,-0.13069910531921203
2016-06-27,3120.54,0.0,0.0,1.9121418097157232,6000.0,5966.915002890303,-33.084997109696815,-0.005514166184949487,0.8995321512682073,1.020391632339503,-0.11844421028247276
2016-06-28,3136.4,0.0,0.0,1.9121418097157232,6000.0,5997.241571992395,-2.758428007605289,-0.00045973800126752895,0.9041039817587999,1.020391632339503,-0.11396374381675844
2016-06-29,3151.39,0.0,0.0,1.9121418097157232,6000.0,6025.904577720033,25.90457772003265,0.004317429620005475,0.9084250245743095,1.020391632339503,-0.10972905325427063
2016-06-30,3153.92,0.0,0.0,1.9121418097157232,6000.0,6030.7422964986135,30.74229649861354,0.005123716083102359,0.9091543266639186,1.020391632339503,-0.10901432562764657
2016-07-01,3154.2,1000.0,0.3170376006594382,2.2291794103751617,7000.0,7031.277696205335,31.277696205334905,0.004468242315047943,0.9092350399386578,1.020391632339503,-0.1089352253369531
2016-07-04,3204.7,0.0,0.0,2.2291794103751617,7000.0,7143.8512564292805,143.8512564292805,0.020550179489897236,0.9237922555612886,1.020391632339503,-0.09466892290829176
2016-07-05,3207.38,0.0,0.0,2.2291794103751617,7000.0,7149.825457249086,149.82545724908596,0.021403636749869337,0.9245647969052224,1.020391632339503,-0.0939118201259389
2016-07-06,3216.8,0.0,0.0,2.2291794103751617,7000.0,7170.82432729482,170.82432729482025,0.024403475327831492,0.9272802220768103,1.020391632339503,-0.09125066034617668
2016-07-07,3209.95,0.0,0.0,2.2291794103751617,7000.0,7155.55444833375,155.55444833374986,0.022222064047678458,0.9253056294626513,1.020391632339503,-0.09318579245778735
2016-07-08,3192.28,0.0,0.0,2.2291794103751617,7000.0,7116.164848152422,116.16484815242165,0.016594978307488795,0.9202120453032081,1.020391632339503,-0.0981775858026277
2016-07-11,3203.33,0.0,0.0,2.2291794103751617,7000.0,7140.797280637066,140.79728063706625,0.020113897233866584,0.923397337038457,1.020391632339503,-0.09505594933061379
2016-07-12,3273.18,0.0,0.0,2.2291794103751617,7000.0,7296.505462451772,296.50546245177156,0.04235792320739584,0.9435324164689671,1.020391632339503,-0.07532325181295041
2016-07-13,3282.87,0.0,0.0,2.2291794103751617,7000.0,7318.1062109383065,318.1062109383065,0.04544374441975818,0.9463256722983392,1.020391632339503,-0.07258581675287668
2016-07-14,3276.76,0.0,0.0,2.2291794103751617,7000.0,7304.485924740915,304.4859247409149,0.043497989248702185,0.9445643933388488,1.020391632339503,-0.0743118980962254
2016-07-15,3276.28,0.0,0.0,2.2291794103751617,7000.0,7303.415918623935,303.4159186239349,0.0433451312319908,0.9444260277250098,1.020391632339503,-0.07444749859455735
2016-07-18,3262.02,0.0,0.0,2.2291794103751617,7000.0,7271.6278202319845,271.6278202319845,0.03880397431885485,0.9403154159472135,1.020391632339503,-0.07847596339916552
2016-07-19,3248.23,0.0,0.0,2.2291794103751617,7000.0,7240.887436162911,240.8874361629114,0.03441249088041598,0.936340287166301,1.020391632339503,-0.0823716527158237
2016-07-20,3237.61,0.0,0.0,2.2291794103751617,7000.0,7217.2135508247275,217.21355082472746,0.031030507260675355,0.9332789479601161,1.020391632339503,-0.08537181374141545
2016-07-21,3252.52,0.0,0.0,2.2291794103751617,7000.0,7250.450615833421,250.45061583342067,0.03577865940477443,0.9375769298399859,1.020391632339503,-0.08115972326198295
2016-07-22,3225.16,0.0,0.0,2.2291794103751617,7000.0,7189.460267165556,189.4602671655557,0.027065752452222203,0.9296900898511704,1.020391632339503,-0.08888895166689736
2016-07-25,3230.89,0.0,0.0,2.2291794103751617,7000.0,7202.233465187006,202.233465187006,0.028890495026715035,0.9313418293663719,1.020391632339503,-0.08727022071806112
2016-07-26,3269.59,0.0,0.0,2.2291794103751617,7000.0,7288.502708368525,288.5027083685254,0.041214672624074966,0.9424975569821307,1.020391632339503,-0.07633743054005715
2016-07-27,3218.24,0.0,0.0,2.2291794103751617,7000.0,7174.0343456457595,174.03434564575946,0.024862049377965656,0.9276953189183267,1.020391632339503,-0.0908438588511814
2016-07-28,3221.14,0.0,0.0,2.2291794103751617,7000.0,7180.498965935848,180.498965935848,0.02578556656226394,0.9285312778352699,1.020391632339503,-0.09002460584042649
2016-07-29,3203.93,0.0,0.0,2.2291794103751617,7000.0,7142.1347882832915,142.13478828329153,0.02030496975475593,0.9235702940557555,1.020391632339503,-0.09488644870769902
2016-08-01,3176.81,1000.0,0.3147811798628184,2.54396059023798,8000.0,8081.679442673917,81.67944267391704,0.010209930334239559,0.9157526368738595,1.020391632339503,-0.10254787686344746
2016-08-02,3189.05,0.0,0.0,2.54396059023798,8000.0,8112.81752029843,112.81752029843028,0.01410219003730373,0.9192809600267507,1.020391632339503,-0.09909006415598565
2016-08-03,3193.51,0.0,0.0,2.54396059023798,8000.0,8124.163584530892,124.16358453089197,0.015520448066361547,0.9205666071886702,1.020391632339503,-0.09783010952565241
2016-08-04,3201.29,0.0,0.0,2.54396059023798,8000.0,8143.955597922943,143.95559792294262,0.0179944497403679,0.9228092831796417,1.020391632339503,-0.09563225144852405
2016-08-05,3205.11,0.0,0.0,2.54396059023798,8000.0,8153.673527377652,153.67352737765214,0.01920919092220652,0.9239104428564427,1.020391632339503,-0.09455309748263319
2016-08-08,3234.18,0.0,0.0,2.54396059023798,8000.0,8227.62646173587,227.62646173587018,0.028453307716983733,0.9322902103445592,1.020391632339503,-0.08634079230241165
2016-08-09,3256.98,0.0,0.0,2.54396059023798,8000.0,8285.628763193296,285.6287631932955,0.035703595399162014,0.9388625770019053,1.020391632339503,-0.07989976863164971
2016-08-10,3243.34,0.0,0.0,2.54396059023798,8000.0,8250.92914074245,250.92914074244982,0.031366142592806234,0.9349306874753176,1.020391632339503,-0.0837530827925792
2016-08-11,3233.36,0.0,0.0,2.54396059023798,8000.0,8225.540414051875,225.5404140518749,0.028192551756484274,0.9320538357542512,1.020391632339503,-0.08657244315372847
2016-08-12,3294.23,0.0,0.0,2.54396059023798,8000.0,8380.391295179661,380.39129517966103,0.04754891189745769,0.9496003251591925,1.020391632339503,-0.0693766049590232
2016-08-15,3393.42,0.0,0.0,2.54396059023798,8000.0,8632.726746125367,632.7267461253668,0.07909084326567095,0.9781930027356035,1.020391632339503,-0.04135532698082656
2016-08-16,3378.25,0.0,0.0,2.54396059023798,8000.0,8594.134863971456,594.1348639714561,0.07426685799643207,0.9738200728149042,1.020391632339503,-0.04564086773018894
2016-08-17,3373.05,0.0,0.0,2.54396059023798,8000.0,8580.90626890222,580.9062689022194,0.07261328361277752,0.9723211119983166,1.020391632339503,-0.047109873128783675
2016-08-18,3364.49,0.0,0.0,2.54396059023798,8000.0,8559.12996624978,559.1299662497804,0.06989124578122263,0.9698535918848566,1.020391632339503,-0.04952808201570147
2016-08-19,3365.02,0.0,0.0,2.54396059023798,8000.0,8560.478265362608,560.478265362608,0.07005978317032602,0.9700063705834705,1.020391632339503,-0.04937835646545996
2016-08-22,3336.79,0.0,0.0,2.54396059023798,8000.0,8488.662257900189,488.6622579001887,0.0610827822375235,0.961868742919572,1.020391632339503,-0.05735336077360087
2016-08-23,3341.83,0.0,0.0,2.54396059023798,8000.0,8501.483819274988,501.4838192749885,0.06268547740937347,0.9633215818648801,1.020391632339503,-0.05592955554111656
2016-08-24,3329.86,0.0,0.0,2.54396059023798,8000.0,8471.032611009841,471.0326110098413,0.05887907637623013,0.9598710893697735,1.020391632339503,-0.05931109296826653
