date,contribution,close,execution_price,fee,units_bought,cumulative_units,cumulative_contribution
2019-04-01,1000.0,3973.93,3973.93,0.0,0.25164006411788836,11.523633154086438,40000.0
2019-05-06,1000.0,3684.62,3684.62,0.0,0.2713984074341452,11.795031561520583,41000.0
2019-06-03,1000.0,3632.01,3632.01,0.0,0.27532963840958585,12.070361199930169,42000.0
2019-07-01,1000.0,3935.81,3935.81,0.0,0.25407730556099,12.324438505491159,43000.0
2019-08-01,1000.0,3803.47,3803.47,0.0,0.2629178092636461,12.587356314754805,44000.0
2019-09-02,1000.0,3848.32,3848.32,0.0,0.25985365042408115,12.847209965178886,45000.0
2019-10-08,1000.0,3837.68,3837.68,0.0,0.26057409685018035,13.107784062029065,46000.0
2019-11-01,1000.0,3952.39,3952.39,0.0,0.25301146900989024,13.360795531038955,47000.0
2019-12-02,1000.0,3836.06,3836.06,0.0,0.26068413945558727,13.621479670494542,48000.0
2020-01-02,1000.0,4152.24,4152.24,0.0,0.2408338631678323,13.862313533662375,49000.0
2020-02-03,1000.0,3688.36,3688.36,0.0,0.27112320923120303,14.133436742893577,50000.0
2020-03-02,1000.0,4069.67,4069.67,0.0,0.24572016895718818,14.379156911850766,51000.0
2020-04-01,1000.0,3675.08,3675.08,0.0,0.27210292020853966,14.651259832059305,52000.0
2020-05-06,1000.0,3936.25,3936.25,0.0,0.2540489044140997,14.905308736473405,53000.0
2020-06-01,1000.0,3971.34,3971.34,0.0,0.25180417692768686,15.157112913401091,54000.0
2020-07-01,1000.0,4247.78,4247.78,0.0,0.23541708845561682,15.392530001856707,55000.0
2020-08-03,1000.0,4771.31,4771.31,0.0,0.2095860465993616,15.60211604845607,56000.0
2020-09-01,1000.0,4842.12,4842.12,0.0,0.2065211105879243,15.808637159043995,57000.0
2020-10-09,1000.0,4681.14,4681.14,0.0,0.21362317726024002,16.022260336304235,58000.0
2020-11-02,1000.0,4720.83,4720.83,0.0,0.21182715751255607,16.23408749381679,59000.0
2020-12-01,1000.0,5067.1,5067.1,0.0,0.1973515423023031,16.431439036119095,60000.0
2021-01-04,1000.0,5267.72,5267.72,0.0,0.1898354506313927,16.621274486750487,61000.0
2021-02-01,1000.0,5417.65,5417.65,0.0,0.18458187590560485,16.80585636265609,62000.0
2021-03-01,1000.0,5418.78,5418.78,0.0,0.18454338430421607,16.990399746960307,63000.0
2021-04-01,1000.0,5110.78,5110.78,0.0,0.19566484959243013,17.186064596552736,64000.0
2021-05-06,1000.0,5061.12,5061.12,0.0,0.19758472432979263,17.38364932088253,65000.0
2021-06-01,1000.0,5341.68,5341.68,0.0,0.18720702101211603,17.570856341894647,66000.0
2021-07-01,1000.0,5229.66,5229.66,0.0,0.19121701984450232,17.762073361739148,67000.0
2021-08-02,1000.0,4933.74,4933.74,0.0,0.2026859948031311,17.964759356542277,68000.0
2021-09-01,1000.0,4869.46,4869.46,0.0,0.20536158013414219,18.17012093667642,69000.0
2021-10-08,1000.0,4929.94,4929.94,0.0,0.202842225260348,18.372963161936767,70000.0
2021-11-01,1000.0,4890.69,4890.69,0.0,0.20447012589225652,18.577433287829024,71000.0
2021-12-01,1000.0,4843.85,4843.85,0.0,0.2064473507643713,18.783880638593395,72000.0
2022-01-04,1000.0,4917.77,4917.77,0.0,0.2033441986916834,18.98722483728508,73000.0
2022-02-07,1000.0,4634.09,4634.09,0.0,0.21579209726181406,19.203016934546895,74000.0
2022-03-01,1000.0,4619.69,4619.69,0.0,0.21646474114063932,19.419481675687535,75000.0
2022-04-01,1000.0,4276.16,4276.16,0.0,0.23385467335179227,19.65333634903933,76000.0
2022-05-05,1000.0,4010.21,4010.21,0.0,0.24936349966709973,19.90269984870643,77000.0
2022-06-01,1000.0,4083.18,4083.18,0.0,0.24490715569727517,20.147607004403707,78000.0
2022-07-01,1000.0,4466.72,4466.72,0.0,0.22387792384568542,20.37148492824939,79000.0
2022-08-01,1000.0,4188.68,4188.68,0.0,0.23873869572275752,20.61022362397215,80000.0
2022-09-01,1000.0,4043.74,4043.74,0.0,0.2472958202060469,20.857519444178198,81000.0
2022-10-10,1000.0,3720.94,3720.94,0.0,0.26874929453310187,21.1262687387113,82000.0
2022-11-01,1000.0,3634.17,3634.17,0.0,0.2751659938858116,21.40143473259711,83000.0
2022-12-01,1000.0,3894.77,3894.77,0.0,0.256754570873248,21.65818930347036,84000.0
2023-01-03,1000.0,3887.9,3887.9,0.0,0.2572082615293603,21.91539756499972,85000.0
2023-02-01,1000.0,4195.93,4195.93,0.0,0.23832618751981086,22.15372375251953,86000.0
2023-03-01,1000.0,4126.94,4126.94,0.0,0.24231028316379694,22.396034035683325,87000.0
2023-04-03,1000.0,4090.57,4090.57,0.0,0.24446470785245086,22.640498743535776,88000.0
2023-05-04,1000.0,4030.25,4030.25,0.0,0.24812356553563675,22.888622309071412,89000.0
2023-06-01,1000.0,3806.87,3806.87,0.0,0.26268299153898084,23.151305300610392,90000.0
2023-07-03,1000.0,3892.88,3892.88,0.0,0.25687922566326216,23.408184526273654,91000.0
2023-08-01,1000.0,3998.0,3998.0,0.0,0.25012506253126565,23.65830958880492,92000.0
2023-09-01,1000.0,3791.49,3791.49,0.0,0.26374855267981717,23.922058141484737,93000.0
2023-10-09,1000.0,3684.73,3684.73,0.0,0.2713903053955107,24.193448446880247,94000.0
2023-11-01,1000.0,3571.03,3571.03,0.0,0.280031251487666,24.473479698367914,95000.0
2023-12-01,1000.0,3482.88,3482.88,0.0,0.2871187063579566,24.760598404725872,96000.0
2024-01-02,1000.0,3386.35,3386.35,0.0,0.2953032025632318,25.055901607289105,97000.0
2024-02-01,1000.0,3217.71,3217.71,0.0,0.31078002678923833,25.366681634078343,98000.0
2024-03-01,1000.0,3537.8,3537.8,0.0,0.2826615410707219,25.649343175149067,99000.0
2024-04-01,1000.0,3595.65,3595.65,0.0,0.2781138319914341,25.9274570071405,100000.0
2024-05-06,1000.0,3657.88,3657.88,0.0,0.2733823963607335,26.200839403501234,101000.0
2024-06-03,1000.0,3588.75,3588.75,0.0,0.2786485545106235,26.47948795801186,102000.0
2024-07-01,1000.0,3478.18,3478.18,0.0,0.28750668453041534,26.766994642542276,103000.0
2024-08-01,1000.0,3419.27,3419.27,0.0,0.2924600865096936,27.059454729051968,104000.0
2024-09-02,1000.0,3265.01,3265.01,0.0,0.3062777755657716,27.36573250461774,105000.0
2024-10-08,1000.0,4256.1,4256.1,0.0,0.23495688541152696,27.600689390029267,106000.0
2024-11-01,1000.0,3890.02,3890.02,0.0,0.257068087053537,27.857757477082803,107000.0
2024-12-02,1000.0,3947.63,3947.63,0.0,0.2533165468901594,28.11107402397296,108000.0
2025-01-02,1000.0,3820.4,3820.4,0.0,0.26175269605276935,28.37282672002573,109000.0
2025-02-05,1000.0,3795.08,3795.08,0.0,0.26349905667337714,28.63632577669911,110000.0
2025-03-03,1000.0,3888.47,3888.47,0.0,0.2571705580858281,28.89349633478494,111000.0
2025-04-01,1000.0,3887.68,3887.68,0.0,0.25722281669273195,29.15071915147767,112000.0
2025-05-06,1000.0,3808.54,3808.54,0.0,0.26256780813645125,29.413286959614123,113000.0
2025-06-03,1000.0,3852.01,3852.01,0.0,0.2596047258444293,29.672891685458552,114000.0
2025-07-01,1000.0,3942.76,3942.76,0.0,0.2536294372470046,29.926521122705555,115000.0
2025-08-01,1000.0,4054.93,4054.93,0.0,0.24661338173531974,30.173134504440874,116000.0
2025-09-01,1000.0,4523.71,4523.71,0.0,0.22105749484383394,30.394191999284708,117000.0
2025-10-09,1000.0,4709.48,4709.48,0.0,0.21233766785292646,30.606529667137632,118000.0
2025-11-03,1000.0,4653.4,4653.4,0.0,0.21489663471870032,30.821426301856334,119000.0
2025-12-01,1000.0,4576.49,4576.49,0.0,0.21850807059558747,31.03993437245192,120000.0
