date,cashflow,cash,equity_value,market_value,cumulative_contribution,profit,investment_return,daily_return,time_weighted_nav,cash_weight,running_peak,drawdown
2021-09-01,1000.0,0.0,129135.03637001681,129135.03637001681,69000.0,60135.03637001681,0.8715222662321276,-0.0038796482113310216,1.7578908357256489,0.0,1.7647373960075385,-0.0038796482113310216
2021-09-02,0.0,0.0,131590.263160225,131590.263160225,69000.0,62590.263160225004,0.9071052631916667,0.01901286327262186,1.7913133738334956,0.0,1.7913133738334956,0.0
2021-09-03,0.0,0.0,129313.75674110767,129313.75674110767,69000.0,60313.756741107674,0.8741124165377925,-0.0172999609883403,1.760323722348284,0.0,1.7913133738334956,-0.0172999609883403
2021-09-06,0.0,0.0,130578.4947390143,130578.4947390143,69000.0,61578.494739014306,0.8924419527393377,0.009780382457209802,1.7775403616013494,0.0,1.7913133738334956,-0.007688778766091198
2021-09-07,0.0,0.0,134259.2956252079,134259.2956252079,69000.0,65259.29562520789,0.9457868931189548,0.028188415661785315,1.8276464081697685,0.0,1.8276464081697685,0.0
2021-09-08,0.0,0.0,134683.44978744013,134683.44978744013,69000.0,65683.44978744013,0.9519340548904367,0.0031592163526337202,1.8334203385892907,0.0,1.8334203385892907,0.0
2021-09-09,0.0,0.0,137500.96863587538,137500.96863587538,69000.0,68500.96863587538,0.9927676613894982,0.020919562521467316,1.8717746899905392,0.0,1.8717746899905392,0.0
2021-09-10,0.0,0.0,137273.9724098906,137273.9724098906,69000.0,68273.97240989059,0.9894778610129071,-0.0016508700137664034,1.8686846332823068,0.0,1.8717746899905392,-0.0016508700137664034
2021-09-13,0.0,0.0,139385.08765412206,139385.08765412206,69000.0,70385.08765412206,1.020073734117711,0.015378845728510226,1.897422845972793,0.0,1.897422845972793,0.0
2021-09-14,0.0,0.0,136416.8858668806,136416.8858668806,69000.0,67416.88586688059,0.9770563169113129,-0.021294973782324034,1.8570172762138197,0.0,1.897422845972793,-0.021294973782324034
2021-09-15,0.0,0.0,137123.78588241764,137123.78588241764,69000.0,68123.78588241764,0.9873012446727194,0.0051819099303209715,1.8666401724782098,0.0,1.897422845972793,-0.016223412488111655
2021-09-16,0.0,0.0,133887.88121106033,133887.88121106033,69000.0,64887.88121106033,0.9404040755226135,-0.02359841985497735,1.8225904139699016,0.0,1.897422845972793,-0.03943898544371405
2021-09-17,0.0,0.0,132393.73197486065,132393.73197486065,69000.0,63393.73197486065,0.9187497387660963,-0.011159704841727347,1.8022508429026358,0.0,1.897422845972793,-0.050158562848632404
2021-09-22,0.0,0.0,133417.9746823518,133417.9746823518,69000.0,64417.97468235181,0.9335938359761131,0.007736338361438833,1.816193665235519,0.0,1.897422845972793,-0.04281026810111399
2021-09-23,0.0,0.0,133602.42229467447,133602.42229467447,69000.0,64602.42229467447,0.9362669897778908,0.0013824794804584428,1.8187045157102457,0.0,1.897422845972793,-0.0414869729378583
2021-09-24,0.0,0.0,129896.0150215128,129896.0150215128,69000.0,60896.015021512794,0.8825509423407651,-0.027742066419924605,1.7682498942371954,0.0,1.897422845972793,-0.06807810499897915
2021-09-27,0.0,0.0,124694.15619016248,124694.15619016248,69000.0,55694.15619016248,0.8071616839153983,-0.04004633114024936,1.6974379734338618,0.0,1.897422845972793,-0.10539815780303874
2021-09-28,0.0,0.0,124906.17992730442,124906.17992730442,69000.0,55906.179927304416,0.8102344917000639,0.00170035022987447,1.7003242124821878,0.0,1.897422845972793,-0.10387702135501298
2021-09-29,0.0,0.0,120560.44014302823,120560.44014302823,69000.0,51560.44014302823,0.7472527556960613,-0.034792031801832435,1.6411664784080817,0.0,1.897422845972793,-0.13505496052638222
2021-09-30,0.0,0.0,123040.98930723793,123040.98930723793,69000.0,54040.989307237935,0.7832027435831586,0.020575150200736525,1.674933725205742,0.0,1.897422845972793,-0.11725858642383047
2021-10-08,1000.0,0.0,124040.98930723793,124040.98930723793,70000.0,54040.989307237935,0.7720141329605419,0.0,1.674933725205742,0.0,1.897422845972793,-0.11725858642383047
2021-10-11,0.0,0.0,122690.86006402054,122690.86006402054,70000.0,52690.86006402054,0.7527265723431507,-0.010884541075960374,1.6567028402742288,0.0,1.897422845972793,-0.1268668215993516
2021-10-12,0.0,0.0,119174.44486455517,119174.44486455517,70000.0,49174.444864555175,0.7024920694936454,-0.02866077552664059,1.6092204520547813,0.0,1.897422845972793,-0.15189149563035476
2021-10-13,0.0,0.0,120074.69170902231,120074.69170902231,70000.0,50074.691709022314,0.7153527387003187,0.007554025911262308,1.6213765450465363,0.0,1.897422845972793,-0.14548486201278454
2021-10-14,0.0,0.0,121167.2523512619,121167.2523512619,70000.0,51167.25235126189,0.7309607478751698,0.00909900851452683,1.636129464035169,0.0,1.897422845972793,-0.13770962149644683
2021-10-15,0.0,0.0,121416.62798121113,121416.62798121113,70000.0,51416.62798121113,0.7345232568744446,0.0020581107940478294,1.6394967997455594,0.0,1.897422845972793,-0.13593493236084497
2021-10-18,0.0,0.0,123712.09575256839,123712.09575256839,70000.0,53712.09575256839,0.7673156536081198,0.018905711758956834,1.6704926536712812,0.0,1.897422845972793,-0.11959916725107556
2021-10-19,0.0,0.0,124524.11298854362,124524.11298854362,70000.0,54524.112988543624,0.7789158998363375,0.006563765903693897,1.6814573763938199,0.0,1.897422845972793,-0.11382042228349454
