date,close
2015-01-05,2232.03
2015-01-06,2255.31
2015-01-07,2256.28
2015-01-08,2259.7
2015-01-09,2243.61
2015-01-12,2202.54
2015-01-13,2221.39
2015-01-14,2203.86
2015-01-15,2232.98
2015-01-16,2254.84
2015-01-19,2172.65
2015-01-20,2249.13
2015-01-21,2315.48
2015-01-22,2346.05
2015-01-23,2347.07
2015-01-26,2440.52
2015-01-27,2487.89
2015-01-28,2468.21
2015-01-29,2447.56
2015-01-30,2407.19
2015-02-02,2410.22
2015-02-03,2446.56
2015-02-04,2430.82
2015-02-05,2420.67
2015-02-06,2382.78
2015-02-09,2364.31
2015-02-10,2390.41
2015-02-11,2429.8
2015-02-12,2439.69
2015-02-13,2486.9
2015-02-16,2530.95
2015-02-17,2543.16
2015-02-25,2546.67
2015-02-26,2565.55
2015-02-27,2594.16
2015-03-02,2634.79
2015-03-03,2647.71
2015-03-04,2696.2
2015-03-05,2717.34
2015-03-06,2706.75
2015-03-09,2748.47
2015-03-10,2775.67
2015-03-11,2784.44
2015-03-12,2770.69
2015-03-13,2801.87
2015-03-16,2881.16
2015-03-17,2912.42
2015-03-18,2959.22
2015-03-19,3012.47
2015-03-20,3059.83
2015-03-23,3145.25
2015-03-24,3147.92
2015-03-25,3181.13
2015-03-26,3166.81
2015-03-27,3208.43
2015-03-30,3211.76
2015-03-31,3217.21
2015-04-01,3297.86
2015-04-02,3362.69
2015-04-03,3440.53
2015-04-07,3509.43
2015-04-08,3491.94
2015-04-09,3469.19
2015-04-10,3560.5
2015-04-13,3673.79
2015-04-14,3685.82
2015-04-15,3571.16
2015-04-16,3639.76
2015-04-17,3653.03
2015-04-20,3600.07
2015-04-21,3714.78
2015-04-22,3827.79
2015-04-23,3870.78
2015-04-24,3866.17
2015-04-27,3874.88
2015-04-28,3788.6
2015-04-29,3875.03
2015-04-30,3863.45
2015-05-04,3853.45
2015-05-05,3717.05
2015-05-06,3662.22
2015-05-07,3617.05
2015-05-08,3773.64
2015-05-11,3958.19
2015-05-12,4057.19
2015-05-13,4120.67
2015-05-14,4154.08
2015-05-15,4162.62
2015-05-18,4290.8
2015-05-19,4379.35
2015-05-20,4424.82
2015-05-21,4604.37
2015-05-22,4717.45
2015-05-25,4816.15
2015-05-26,5004.48
2015-05-27,5048.67
2015-05-28,4760.31
2015-05-29,4781.24
2015-06-01,5007.85
2015-06-02,5224.22
2015-06-03,5249.77
2015-06-04,5230.93
2015-06-05,5314.64
2015-06-08,5249.98
2015-06-09,5224.94
2015-06-10,5313.04
2015-06-11,5458.9
2015-06-12,5604.21
2015-06-15,5527.55
2015-06-16,5367.47
2015-06-17,5440.47
2015-06-18,5305.31
2015-06-19,4991.29
2015-06-23,4926.9
2015-06-24,5027.75
2015-06-25,4799.6
2015-06-26,4428.84
2015-06-29,4141.48
2015-06-30,4314.0
2015-07-01,4076.34
2015-07-02,3801.73
2015-07-03,3537.78
2015-07-06,3391.76
2015-07-07,3165.44
2015-07-08,3048.31
2015-07-09,3196.68
2015-07-10,3358.03
2015-07-13,3589.28
2015-07-14,3652.22
2015-07-16,3510.09
2015-07-17,3718.27
2015-07-20,3819.21
2015-07-21,3886.22
2015-07-22,3927.01
2015-07-23,4097.56
2015-07-24,4091.63
2015-07-27,3786.02
2015-07-28,3668.04
2015-07-29,3843.97
2015-07-30,3771.32
2015-07-31,3696.12
2015-08-03,3571.47
2015-08-04,3761.43
2015-08-05,3721.4
2015-08-06,3672.3
2015-08-07,3798.61
2015-08-10,4008.75
2015-08-11,4165.74
2015-08-12,4167.6
2015-08-13,4250.98
2015-08-14,4267.31
2015-08-17,4373.16
2015-08-18,4032.82
2015-08-19,4120.29
2015-08-20,3958.92
2015-08-21,3727.9
2015-08-24,3412.54
2015-08-25,3146.47
2015-08-26,3065.78
2015-08-27,3204.36
2015-08-28,3404.71
2015-08-31,3301.93
2015-09-01,3083.89
2015-09-07,3030.02
2015-09-08,3155.83
2015-09-09,3260.64
2015-09-10,3209.44
2015-09-11,3239.12
2015-09-14,3042.66
2015-09-15,2887.24
2015-09-16,3079.89
2015-09-17,2990.41
2015-09-18,3035.74
2015-09-21,3116.73
2015-09-22,3142.86
2015-09-23,3087.65
2015-09-24,3143.99
2015-09-25,3042.03
2015-09-28,3098.24
2015-09-29,3046.75
2015-09-30,3063.46
2015-10-08,3180.24
2015-10-09,3214.49
2015-10-12,3334.76
2015-10-13,3370.09
2015-10-14,3316.17
2015-10-15,3427.81
2015-10-16,3491.37
2015-10-19,3544.46
2015-10-20,3601.17
2015-10-21,3385.61
2015-10-22,3514.07
2015-10-23,3594.2
2015-10-26,3620.41
2015-10-27,3666.47
2015-10-28,3579.96
2015-10-29,3620.59
2015-10-30,3635.11
2015-11-02,3551.15
2015-11-03,3542.18
2015-11-04,3719.71
2015-11-05,3737.09
2015-11-06,3821.93
2015-11-09,3891.76
2015-11-10,3927.46
2015-11-11,3977.74
2015-11-12,3970.39
2015-11-13,3893.4
2015-11-16,3957.84
2015-11-17,3931.15
2015-11-18,3875.1
2015-11-19,3969.04
2015-11-20,4029.06
2015-11-23,4042.95
2015-11-24,4079.67
2015-11-25,4163.45
2015-11-26,4129.97
2015-11-27,3862.5
2015-11-30,3883.78
2015-12-01,3895.71
2015-12-02,3861.23
2015-12-03,3946.75
2015-12-04,3925.44
2015-12-07,3983.5
2015-12-08,3930.08
2015-12-09,3918.15
2015-12-10,3914.01
2015-12-11,3890.32
2015-12-14,3968.79
2015-12-15,4012.19
2015-12-16,4036.52
2015-12-17,4146.99
2015-12-18,4138.76
2015-12-21,4161.75
2015-12-22,4196.93
2015-12-23,4158.77
2015-12-24,4152.22
2015-12-25,4196.65
2015-12-28,4101.07
2015-12-29,4153.84
2015-12-30,4201.42
2015-12-31,4146.35
2016-01-04,3810.89
2016-01-05,3772.67
2016-01-06,3876.69
2016-01-07,3560.07
2016-01-08,3608.51
2016-01-11,3346.7
2016-01-12,3327.75
2016-01-13,3198.7
2016-01-14,3310.1
2016-01-15,3191.02
2016-01-18,3249.51
2016-01-19,3371.24
2016-01-20,3346.38
2016-01-21,3196.59
2016-01-22,3247.06
2016-01-25,3287.58
2016-01-26,3057.36
2016-01-27,3031.48
2016-01-28,2884.55
2016-01-29,2988.83
2016-02-01,2961.0
2016-02-02,3066.21
2016-02-03,3080.06
2016-02-04,3149.53
2016-02-05,3138.54
2016-02-15,3126.8
2016-02-16,3237.66
2016-02-17,3275.47
2016-02-18,3280.39
2016-02-19,3300.47
2016-02-22,3358.8
2016-02-23,3346.84
2016-02-24,3367.66
2016-02-25,3128.91
2016-02-26,3139.31
2016-02-29,2991.16
2016-03-01,3051.74
2016-03-02,3207.77
2016-03-03,3212.13
2016-03-04,3100.55
2016-03-07,3159.66
2016-03-08,3181.98
2016-03-09,3143.07
2016-03-10,3096.49
2016-03-11,3087.15
2016-03-14,3196.9
2016-03-15,3193.22
2016-03-16,3172.28
2016-03-17,3273.74
2016-03-18,3375.04
2016-03-21,3460.3
2016-03-22,3454.46
2016-03-23,3486.6
2016-03-24,3433.87
2016-03-25,3463.75
2016-03-28,3443.27
2016-03-29,3377.3
2016-03-30,3478.02
2016-03-31,3490.75
2016-04-01,3470.2
2016-04-05,3556.9
2016-04-06,3581.69
2016-04-07,3540.89
2016-04-08,3522.12
2016-04-11,3603.49
2016-04-12,3577.83
2016-04-13,3624.82
2016-04-14,3662.11
2016-04-15,3654.87
2016-04-20,3443.43
2016-04-21,3401.42
2016-04-22,3421.51
2016-04-25,3427.27
2016-04-26,3462.25
2016-04-27,3456.96
2016-04-28,3432.67
2016-04-29,3427.35
2016-05-03,3509.17
2016-05-04,3515.07
2016-05-05,3550.24
2016-05-06,3444.52
2016-05-09,3303.36
2016-05-10,3271.84
2016-05-11,3244.03
2016-05-12,3249.34
2016-05-13,3241.49
2016-05-16,3289.97
2016-05-17,3267.91
2016-05-18,3183.88
2016-05-19,3202.34
2016-05-20,3222.96
2016-05-23,3284.35
