date,close
2015-01-05,4046.49
2015-01-06,4156.24
2015-01-07,4142.4
2015-01-08,4106.68
2015-01-09,4093.59
2015-01-12,4096.3
2015-01-13,4130.25
2015-01-14,4113.07
2015-01-15,4122.86
2015-01-16,4165.09
2015-01-19,4067.73
2015-01-20,4178.8
2015-01-21,4274.06
2015-01-22,4308.97
2015-01-23,4321.53
2015-01-26,4398.77
2015-01-27,4396.47
2015-01-28,4380.26
2015-01-29,4363.81
2015-01-30,4302.0
2015-02-02,4289.1
2015-02-03,4336.82
2015-02-04,4363.66
2015-02-05,4323.12
2015-02-06,4259.2
2015-02-09,4221.58
2015-02-10,4254.97
2015-02-11,4323.08
2015-02-12,4363.86
2015-02-13,4446.64
2015-02-16,4529.28
2015-02-17,4521.16
2015-02-25,4491.53
2015-02-26,4511.27
2015-02-27,4536.66
2015-03-02,4592.18
2015-03-03,4587.76
2015-03-04,4688.01
2015-03-05,4712.8
2015-03-06,4706.11
2015-03-09,4784.87
2015-03-10,4831.12
2015-03-11,4877.01
2015-03-12,4854.79
2015-03-13,4893.6
2015-03-16,4990.59
2015-03-17,5010.35
2015-03-18,5122.59
2015-03-19,5175.03
2015-03-20,5286.63
2015-03-23,5494.8
2015-03-24,5593.53
2015-03-25,5685.29
2015-03-26,5599.15
2015-03-27,5643.58
2015-03-30,5597.26
2015-03-31,5687.51
2015-04-01,5805.58
2015-04-02,5893.19
2015-04-03,5939.6
2015-04-07,5997.03
2015-04-08,5928.57
2015-04-09,5841.6
2015-04-10,5970.5
2015-04-13,6100.95
2015-04-14,6169.49
2015-04-15,5965.52
2015-04-16,6044.36
2015-04-17,6090.93
2015-04-20,5937.15
2015-04-21,6130.17
2015-04-22,6265.17
2015-04-23,6299.44
2015-04-24,6370.79
2015-04-27,6438.38
2015-04-28,6231.17
2015-04-29,6372.22
2015-04-30,6474.0
2015-05-04,6418.81
2015-05-05,6275.11
2015-05-06,6232.16
2015-05-07,6158.17
2015-05-08,6349.8
2015-05-11,6591.03
