date,close
2015-01-05,2928.91
2015-01-06,2947.29
2015-01-07,2948.19
2015-01-08,2879.5
2015-01-09,2833.39
2015-01-12,2757.65
2015-01-13,2770.26
2015-01-14,2756.65
2015-01-15,2825.72
2015-01-16,2842.07
2015-01-19,2654.59
2015-01-20,2716.34
2015-01-21,2803.97
2015-01-22,2826.32
2015-01-23,2811.9
2015-01-26,2853.2
2015-01-27,2839.72
2015-01-28,2825.68
2015-01-29,2842.44
2015-01-30,2825.8
2015-02-02,2748.69
2015-02-03,2787.78
2015-02-04,2777.86
2015-02-05,2732.39
2015-02-06,2650.76
2015-02-09,2629.24
2015-02-10,2679.52
2015-02-11,2693.18
2015-02-12,2704.98
2015-02-13,2766.61
2015-02-16,2796.24
2015-02-17,2813.37
2015-02-25,2861.46
2015-02-26,2900.51
2015-02-27,2907.32
2015-03-02,2992.83
2015-03-03,2971.64
2015-03-04,2967.68
2015-03-05,2931.03
2015-03-06,2912.2
2015-03-09,2948.71
2015-03-10,2963.7
2015-03-11,2949.55
2015-03-12,2961.08
2015-03-13,2988.53
2015-03-16,3060.51
2015-03-17,3107.99
2015-03-18,3161.14
2015-03-19,3197.41
2015-03-20,3223.86
2015-03-23,3323.04
2015-03-24,3345.4
2015-03-25,3325.86
2015-03-26,3294.83
2015-03-27,3312.63
2015-03-30,3369.84
2015-03-31,3344.28
2015-04-01,3405.53
2015-04-02,3460.39
2015-04-03,3521.24
2015-04-07,3597.8
2015-04-08,3553.84
2015-04-09,3531.19
2015-04-10,3572.3
2015-04-13,3652.59
2015-04-14,3749.4
2015-04-15,3636.1
2015-04-16,3742.74
2015-04-17,3782.74
2015-04-20,3714.91
2015-04-21,3827.57
2015-04-22,3973.18
2015-04-23,3967.11
2015-04-24,3930.68
2015-04-27,4011.84
2015-04-28,3939.11
2015-04-29,3957.13
2015-04-30,4032.46
2015-05-04,4242.59
2015-05-05,4024.69
2015-05-06,3927.01
2015-05-07,3752.92
2015-05-08,3855.98
2015-05-11,4013.48
2015-05-12,4157.46
2015-05-13,4085.23
2015-05-14,4148.1
2015-05-15,4081.9
2015-05-18,4097.31
2015-05-19,4198.62
2015-05-20,4225.77
2015-05-21,4322.67
2015-05-22,4437.97
2015-05-25,4577.01
2015-05-26,4697.24
2015-05-27,4786.07
2015-05-28,4491.5
2015-05-29,4492.24
2015-06-01,4746.23
2015-06-02,4890.81
2015-06-03,4840.46
2015-06-04,4879.04
2015-06-05,5009.1
2015-06-08,5031.03
2015-06-09,5081.45
2015-06-10,5051.99
2015-06-11,5089.24
2015-06-12,5186.12
2015-06-15,5117.73
2015-06-16,4898.68
2015-06-17,5111.91
2015-06-18,4968.33
2015-06-19,4655.75
2015-06-23,4757.49
2015-06-24,4980.01
2015-06-25,4855.21
2015-06-26,4514.33
2015-06-29,4292.46
2015-06-30,4449.85
2015-07-01,4214.4
2015-07-02,3912.83
2015-07-03,3641.64
2015-07-06,3558.92
2015-07-07,3364.99
2015-07-08,3191.28
2015-07-09,3354.28
2015-07-10,3544.55
2015-07-13,3769.73
2015-07-14,3797.7
2015-07-16,3628.58
2015-07-17,3801.05
2015-07-20,3859.74
2015-07-21,3923.52
2015-07-22,3985.67
2015-07-23,4075.83
2015-07-24,4016.96
2015-07-27,3713.14
2015-07-28,3658.91
2015-07-29,3849.2
2015-07-30,3757.55
2015-07-31,3726.69
2015-08-03,3688.32
2015-08-04,3859.7
2015-08-05,3806.24
2015-08-06,3781.81
2015-08-07,3882.53
2015-08-10,4076.7
2015-08-11,4080.35
2015-08-12,4042.74
2015-08-13,4170.09
2015-08-14,4199.12
2015-08-17,4302.93
2015-08-18,3973.75
2015-08-19,4045.85
2015-08-20,3885.45
2015-08-21,3709.39
2015-08-24,3421.34
2015-08-25,3178.14
2015-08-26,3091.94
2015-08-27,3225.95
2015-08-28,3417.41
2015-08-31,3366.24
2015-09-01,3253.55
2015-09-07,3204.67
2015-09-08,3326.88
2015-09-09,3407.82
2015-09-10,3343.92
2015-09-11,3347.69
2015-09-14,3153.1
2015-09-15,3012.95
2015-09-16,3212.17
2015-09-17,3145.22
2015-09-18,3151.45
2015-09-21,3222.42
2015-09-22,3202.52
2015-09-23,3138.58
2015-09-24,3173.97
2015-09-25,3116.34
2015-09-28,3138.73
2015-09-29,3070.55
2015-09-30,3079.32
2015-10-08,3191.83
2015-10-09,3229.33
2015-10-12,3369.86
2015-10-13,3388.3
2015-10-14,3333.94
2015-10-15,3429.3
2015-10-16,3489.67
2015-10-19,3499.01
2015-10-20,3536.67
2015-10-21,3321.11
2015-10-22,3427.15
2015-10-23,3515.01
2015-10-26,3528.15
2015-10-27,3517.68
2015-10-28,3467.05
2015-10-29,3492.63
2015-10-30,3474.14
2015-11-02,3413.75
2015-11-03,3395.87
2015-11-04,3541.41
2015-11-05,3581.76
2015-11-06,3640.13
2015-11-09,3684.33
2015-11-10,3681.83
2015-11-11,3723.45
2015-11-12,3722.62
2015-11-13,3691.42
2015-11-16,3712.25
2015-11-17,3721.54
2015-11-18,3644.26
2015-11-19,3696.0
2015-11-20,3713.45
2015-11-23,3685.53
2015-11-24,3699.8
2015-11-25,3740.66
2015-11-26,3699.52
2015-11-27,3480.97
2015-11-30,3537.38
2015-12-01,3546.27
2015-12-02,3560.18
2015-12-03,3604.46
2015-12-04,3550.48
2015-12-07,3559.69
2015-12-08,3481.74
2015-12-09,3446.38
2015-12-10,3430.1
2015-12-11,3405.51
2015-12-14,3489.87
2015-12-15,3500.24
2015-12-16,3509.4
2015-12-17,3578.92
2015-12-18,3567.37
2015-12-21,3613.28
2015-12-22,3622.52
2015-12-23,3600.39
2015-12-24,3568.81
2015-12-25,3576.81
2015-12-28,3503.13
2015-12-29,3522.82
2015-12-30,3536.14
2015-12-31,3504.89
2016-01-04,3238.25
2016-01-05,3218.36
2016-01-06,3300.34
