date,close
2015-01-05,2398.66
2015-01-06,2421.41
2015-01-07,2424.93
2015-01-08,2430.44
2015-01-09,2401.2
2015-01-12,2345.78
2015-01-13,2376.86
2015-01-14,2372.42
2015-01-15,2384.55
2015-01-16,2408.99
2015-01-19,2311.79
2015-01-20,2392.89
2015-01-21,2447.54
2015-01-22,2495.46
2015-01-23,2483.38
2015-01-26,2555.63
2015-01-27,2558.09
2015-01-28,2534.99
2015-01-29,2523.65
2015-01-30,2485.68
2015-02-02,2477.56
2015-02-03,2518.72
2015-02-04,2518.85
2015-02-05,2513.28
2015-02-06,2475.39
2015-02-09,2440.79
2015-02-10,2473.1
2015-02-11,2476.99
2015-02-12,2503.93
2015-02-13,2539.15
2015-02-16,2614.17
2015-02-17,2635.08
2015-02-25,2645.59
2015-02-26,2665.09
2015-02-27,2691.61
2015-03-02,2742.08
2015-03-03,2730.43
2015-03-04,2761.75
2015-03-05,2782.27
2015-03-06,2745.77
2015-03-09,2792.39
2015-03-10,2833.08
2015-03-11,2838.75
2015-03-12,2829.93
2015-03-13,2859.03
2015-03-16,2941.81
2015-03-17,2986.91
2015-03-18,3017.01
2015-03-19,3047.11
2015-03-20,3076.1
2015-03-23,3111.3
2015-03-24,3108.57
2015-03-25,3125.65
2015-03-26,3101.51
2015-03-27,3152.02
2015-03-30,3182.2
2015-03-31,3164.39
2015-04-01,3237.07
2015-04-02,3320.9
2015-04-03,3402.78
2015-04-07,3453.8
2015-04-08,3415.96
2015-04-09,3414.75
2015-04-10,3512.75
2015-04-13,3600.39
2015-04-14,3593.02
2015-04-15,3461.35
2015-04-16,3498.17
2015-04-17,3518.87
2015-04-20,3413.28
2015-04-21,3514.08
2015-04-22,3613.58
2015-04-23,3685.18
2015-04-24,3690.64
2015-04-27,3700.43
2015-04-28,3590.87
2015-04-29,3654.05
2015-04-30,3679.68
2015-05-04,3695.3
2015-05-05,3585.44
2015-05-06,3591.28
2015-05-07,3452.17
2015-05-08,3579.6
2015-05-11,3750.53
2015-05-12,3810.07
2015-05-13,3871.95
2015-05-14,3875.14
2015-05-15,3889.53
2015-05-18,3954.81
2015-05-19,4048.46
2015-05-20,4172.4
2015-05-21,4313.28
2015-05-22,4418.56
2015-05-25,4580.35
2015-05-26,4710.9
2015-05-27,4799.03
2015-05-28,4546.97
2015-05-29,4593.75
2015-06-01,4798.36
2015-06-02,5009.81
2015-06-03,5027.58
2015-06-04,5072.9
2015-06-05,5169.66
2015-06-08,5133.89
2015-06-09,5145.58
2015-06-10,5249.46
2015-06-11,5377.73
2015-06-12,5442.11
2015-06-15,5344.14
2015-06-16,5157.72
2015-06-17,5230.91
2015-06-18,5078.41
2015-06-19,4715.4
2015-06-23,4662.0
2015-06-24,4768.78
2015-06-25,4650.45
2015-06-26,4316.09
2015-06-29,4082.16
2015-06-30,4229.65
2015-07-01,3992.05
2015-07-02,3737.96
2015-07-03,3526.51
2015-07-06,3391.2
2015-07-07,3235.07
2015-07-08,3147.7
2015-07-09,3216.53
2015-07-10,3295.67
2015-07-13,3433.86
2015-07-14,3511.82
2015-07-16,3435.13
2015-07-17,3565.69
2015-07-20,3611.66
2015-07-21,3686.61
2015-07-22,3743.03
2015-07-23,3841.85
2015-07-24,3787.59
2015-07-27,3560.65
2015-07-28,3416.41
2015-07-29,3524.53
2015-07-30,3443.44
2015-07-31,3379.22
2015-08-03,3285.18
2015-08-04,3419.27
2015-08-05,3400.66
2015-08-06,3422.62
2015-08-07,3520.15
2015-08-10,3649.07
2015-08-11,3691.28
2015-08-12,3688.31
2015-08-13,3778.45
2015-08-14,3823.25
2015-08-17,3892.15
2015-08-18,3700.99
2015-08-19,3796.66
2015-08-20,3725.12
2015-08-21,3559.34
2015-08-24,3346.49
2015-08-25,3156.37
2015-08-26,3022.33
2015-08-27,3080.35
2015-08-28,3216.96
2015-08-31,3122.4
2015-09-01,2959.53
2015-09-07,2905.32
2015-09-08,3017.42
2015-09-09,3106.7
2015-09-10,3083.64
2015-09-11,3131.18
2015-09-14,2950.45
2015-09-15,2823.9
2015-09-16,2969.19
2015-09-17,2918.39
2015-09-18,2958.42
2015-09-21,3031.54
2015-09-22,3038.7
2015-09-23,3009.88
2015-09-24,3039.63
2015-09-25,2958.43
2015-09-28,3005.05
2015-09-29,2959.3
2015-09-30,2953.3
2015-10-08,3042.31
2015-10-09,3082.62
2015-10-12,3151.03
2015-10-13,3159.82
2015-10-14,3110.08
2015-10-15,3177.87
2015-10-16,3220.62
2015-10-19,3258.55
2015-10-20,3291.63
2015-10-21,3105.8
2015-10-22,3232.62
2015-10-23,3347.43
2015-10-26,3363.56
2015-10-27,3426.2
2015-10-28,3333.73
2015-10-29,3369.23
2015-10-30,3362.95
2015-11-02,3308.02
2015-11-03,3292.15
2015-11-04,3457.27
2015-11-05,3470.8
2015-11-06,3543.72
2015-11-09,3592.42
2015-11-10,3636.77
2015-11-11,3743.01
2015-11-12,3762.82
2015-11-13,3766.53
2015-11-16,3877.67
2015-11-17,3836.03
2015-11-18,3766.62
2015-11-19,3889.71
2015-11-20,3975.34
2015-11-23,3920.17
2015-11-24,3945.14
2015-11-25,4024.44
2015-11-26,4051.28
2015-11-27,3867.78
2015-11-30,3950.99
2015-12-01,3934.61
2015-12-02,3852.15
2015-12-03,3940.92
2015-12-04,3954.18
2015-12-07,4044.27
2015-12-08,3981.66
2015-12-09,3982.57
2015-12-10,3962.84
2015-12-11,3913.31
2015-12-14,3938.83
2015-12-15,4028.28
2015-12-16,4035.24
2015-12-17,4128.88
2015-12-18,4180.83
2015-12-21,4228.68
2015-12-22,4264.22
2015-12-23,4188.18
2015-12-24,4189.53
2015-12-25,4218.35
2015-12-28,4100.18
2015-12-29,4111.63
2015-12-30,4127.16
2015-12-31,4049.29
2016-01-04,3739.58
2016-01-05,3642.19
2016-01-06,3723.06
2016-01-07,3437.37
2016-01-08,3428.96
2016-01-11,3199.16
2016-01-12,3161.2
2016-01-13,3063.49
2016-01-14,3156.53
2016-01-15,3047.05
2016-01-18,3102.42
2016-01-19,3192.84
2016-01-20,3159.35
2016-01-21,3004.66
2016-01-22,3055.32
2016-01-25,3095.47
2016-01-26,2888.58
2016-01-27,2804.91
2016-01-28,2693.41
2016-01-29,2806.96
2016-02-01,2802.41
2016-02-02,2920.47
2016-02-03,2960.57
2016-02-04,3015.12
2016-02-05,2986.6
2016-02-15,2995.55
2016-02-16,3105.89
2016-02-17,3143.24
2016-02-18,3157.65
2016-02-19,3156.56
2016-02-22,3201.89
2016-02-23,3183.51
2016-02-24,3195.73
2016-02-25,2958.91
2016-02-26,2940.46
2016-02-29,2757.2
2016-03-01,2797.8
2016-03-02,2918.09
2016-03-03,2934.76
2016-03-04,2840.32
2016-03-07,2906.47
2016-03-08,2931.95
2016-03-09,2886.81
2016-03-10,2830.04
2016-03-11,2814.28
2016-03-14,2920.38
2016-03-15,2903.46
2016-03-16,2855.24
2016-03-17,2952.13
2016-03-18,3068.68
2016-03-21,3156.44
2016-03-22,3149.48
2016-03-23,3187.5
2016-03-24,3136.0
2016-03-25,3185.17
2016-03-28,3165.06
2016-03-29,3109.45
2016-03-30,3235.7
2016-03-31,3225.76
2016-04-01,3222.6
